ID;Gender;Own_car;Own_property;Work_phone;Phone;Email;Unemployed;Num_children;Num_family;Account_length;Total_income;Age;Years_employed;Income_type;Education_type;Family_status;Housing_type;Occupation_type;Target
5118216;0;0;0;1;1;0;0;2;4;35;112500.0;2.778.975.612.093.330;3.181.447.942.120.640;State servant;Secondary / secondary special;Married;House / apartment;Core staff;0
5118223;1;1;0;0;0;0;0;0;2;20;225000.0;5.710.726.435.176.620;8.514.890.791.734.250;Working;Secondary / secondary special;Civil marriage;Office apartment;Laborers;0
5118230;1;1;0;1;0;0;0;0;2;13;166500.0;5.392.307.850.263.860;0.9281504753691041;Commercial associate;Higher education;Married;House / apartment;Laborers;0
5118232;1;0;0;1;0;0;0;0;2;2;315000.0;30.097.811.727.824.600;25.982.737.496.320.900;Working;Higher education;Married;House / apartment;Other;0
5118241;1;0;0;0;0;0;0;0;2;3;157500.0;37.616.104.369.015.100;7.928.978.692.238.710;Working;Secondary / secondary special;Married;House / apartment;Security staff;0
5118252;1;1;0;1;1;0;0;1;3;19;202500.0;3.864.829.531.064.970;16.515.055.066.154.600;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5118270;0;0;0;1;0;0;0;0;2;6;99000.0;5.356.988.849.873.710;14.929.806.909.108.300;Working;Secondary / secondary special;Married;With parents;Medicine staff;0
5118275;0;0;0;0;0;0;1;0;2;56;112500.0;58.489.907.390.295.400;0.0;Pensioner;Secondary / secondary special;Married;Municipal apartment;Other;1
5118286;0;0;0;0;1;0;0;0;2;20;360000.0;4.680.452.028.446.850;17.180.366.468.852.800;Working;Higher education;Married;House / apartment;Core staff;0
5118291;0;0;0;1;1;0;0;2;4;38;139500.0;3.604.728.365.401.060;8.180.866.136.881.660;Working;Incomplete higher;Married;With parents;Core staff;1
5118305;0;1;0;0;1;0;0;0;2;40;67500.0;49.824.431.713.176.800;5.766.032.156.717.790;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5118307;1;1;0;1;1;0;0;0;1;47;270000.0;36.737.236.219.771.700;38.440.214.378.118.600;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Drivers;1
5118310;1;1;0;0;1;0;0;0;2;48;148500.0;5.176.013.196.711.770;2.909.573.776.326.680;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5118312;0;1;0;1;0;0;0;1;3;23;112500.0;2.704.504.541.503.240;16.810.749.022.909.400;Working;Secondary / secondary special;Married;House / apartment;Sales staff;1
5118315;1;0;1;0;0;0;0;0;1;46;135000.0;50.949.711.493.049.100;7.515.554.734.183.450;Commercial associate;Higher education;Separated;House / apartment;Other;0
5118321;0;0;0;1;0;0;0;0;2;2;144000.0;3.968.322.415.929.140;0.8432753581524604;Working;Secondary / secondary special;Married;House / apartment;Other;0
5118324;0;0;0;1;1;0;0;0;1;42;157500.0;5.622.565.829.551.590;6.680.493.097.051.950;Working;Higher education;Single / not married;Municipal apartment;Other;0
5118325;0;0;0;1;0;0;0;1;3;37;180000.0;2.672.744.820.222.180;3.348.460.269.546.940;Working;Secondary / secondary special;Married;Rented apartment;Laborers;0
5118330;0;0;0;1;1;0;0;7;9;26;157500.0;378.570.401.856.301;4.514.808.654.524.040;Working;Secondary / secondary special;Married;House / apartment;Cleaning staff;1
5118332;1;0;0;1;0;0;0;2;4;2;202500.0;39.138.380.664.900.700;39.288.965.550.285.000;Commercial associate;Secondary / secondary special;Married;House / apartment;Security staff;0
5118349;0;0;0;1;0;0;0;2;3;37;90000.0;3.944.502.624.968.340;4.432.671.444.314.390;Working;Incomplete higher;Separated;House / apartment;Sales staff;0
5118352;1;1;0;1;0;0;0;1;2;31;157500.0;31.025.962.203.193.700;18.426.114.157.032.600;Working;Secondary / secondary special;Separated;House / apartment;Laborers;0
5118354;0;0;0;1;0;0;0;0;2;49;135000.0;29.227.157.299.602.300;35.154.725.969.732.400;Working;Higher education;Married;House / apartment;Core staff;0
5118372;0;0;0;0;1;0;1;0;2;39;90000.0;5.611.340.410.822.940;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;1
5118391;1;1;0;0;0;0;0;0;2;32;135000.0;31.321.656.159.948.500;12.766.860.373.587.400;Commercial associate;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5118397;1;0;0;0;0;0;0;0;2;59;135000.0;4.696.605.679.788.080;4.514.808.654.524.040;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5118398;1;0;0;1;1;0;0;0;2;33;292500.0;31.116.313.134.424.300;7.515.554.734.183.450;State servant;Secondary / secondary special;Married;House / apartment;Core staff;0
5118403;0;1;0;1;1;0;0;0;2;54;67500.0;337.091.110.700.425;38.440.214.378.118.600;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5118408;1;1;1;1;1;0;0;0;2;36;180000.0;5.479.647.083.786.790;0.6817388447401383;Working;Secondary / secondary special;Married;House / apartment;Security staff;0
5118412;0;0;1;0;0;0;0;1;3;12;112500.0;33.421.630.834.308.700;8.263.003.347.091.310;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5118413;0;0;0;0;0;0;0;2;4;41;225000.0;33.071.178.737.414.100;5.432.007.501.865.190;State servant;Secondary / secondary special;Married;House / apartment;Core staff;0
5118423;0;0;0;1;1;0;0;0;2;25;157500.0;50.506.170.557.917;12.681.985.256.370.700;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5118431;0;0;0;0;1;0;1;0;2;19;171000.0;5.686.906.644.215.820;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5118437;1;1;0;1;1;0;0;1;3;13;90000.0;3.512.460.899.265.550;20.944.988.603.462.000;Working;Secondary / secondary special;Married;With parents;Core staff;0
5118441;0;1;0;1;0;0;0;1;3;42;108000.0;4.418.434.327.878.050;11.800.379.200.120.400;Commercial associate;Higher education;Married;House / apartment;Sales staff;1
5118444;0;0;0;1;0;0;0;3;5;36;157500.0;3.753.944.297.281.940;4.514.808.654.524.040;Working;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5118447;0;0;0;1;0;0;0;1;3;5;76500.0;27.598.102.630.444.100;2.012.361.650.136.550;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5118458;0;1;1;1;0;0;0;1;3;33;112500.0;3.457.155.177.724.380;38.440.214.378.118.600;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5118461;0;1;0;1;0;0;0;1;3;35;135000.0;27.321.574.022.738.300;5.766.032.156.717.790;State servant;Secondary / secondary special;Civil marriage;House / apartment;Core staff;0
5118463;1;1;0;1;0;0;0;2;4;59;270000.0;4.968.479.845.582.040;30.144.356.146.943.400;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5118472;1;0;0;0;1;0;0;0;2;8;180000.0;2.731.883.611.573.130;4.514.808.654.524.040;Working;Secondary / secondary special;Married;House / apartment;Drivers;1
5118473;0;0;1;0;0;0;0;0;2;39;180000.0;47.601.251.223.502.100;2.431.261.422.205.790;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5118481;0;0;1;0;0;1;0;0;2;40;135000.0;29.859.613.818.216.600;4.432.671.444.314.390;Commercial associate;Incomplete higher;Married;House / apartment;Other;0
5118486;0;0;1;0;0;0;0;1;3;52;157500.0;37.481.946.925.672.600;10.261.675.462.192.900;State servant;Secondary / secondary special;Married;House / apartment;Other;0
5118490;0;0;1;0;0;0;0;0;2;59;135000.0;4.055.935.440.152.770;13.470.502.474.383.400;Working;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5118494;1;1;1;1;1;1;0;1;3;20;337500.0;31.469.503.138.325.900;5.095.244.940.005.610;Working;Higher education;Married;House / apartment;Managers;0
5118496;0;0;0;0;1;0;0;0;1;39;67500.0;5.181.762.801.426.440;31.767.935.002.087.600;State servant;Secondary / secondary special;Separated;House / apartment;Other;0
5118499;0;0;1;0;0;0;0;0;2;7;193500.0;5.143.705.894.029.300;2.346.386.304.989.150;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Cleaning staff;0
5118517;1;1;0;1;0;0;0;0;2;43;337500.0;3.678.104.273.188.360;67.653.682.142.686.000;Working;Higher education;Married;House / apartment;Managers;0
5118518;0;1;1;0;1;0;0;2;4;27;180000.0;3.408.146.642.299.290;1.262.175.130.221.700;Working;Higher education;Married;House / apartment;Core staff;1
5118520;0;0;1;0;0;0;0;0;2;38;180000.0;6.075.415.648.507.490;14.319.253.646.549.800;Commercial associate;Higher education;Married;House / apartment;Other;0
5118529;0;0;1;0;0;0;0;0;2;40;135000.0;3.407.599.060.897.890;17.659.500.195.075.800;Working;Secondary / secondary special;Married;House / apartment;Core staff;0
5118534;0;1;1;0;0;0;0;0;2;1;225000.0;603.215.671.779.708;22.615.111.877.725.000;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5118535;0;0;1;1;1;0;0;1;3;39;81000.0;43.119.297.453.062;17.432.253.913.495.800;Working;Secondary / secondary special;Married;Municipal apartment;Cleaning staff;0
5118542;0;0;1;0;1;0;0;0;2;35;72000.0;4.964.372.985.071.560;2.844.685.380.261.050;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5118543;0;0;0;1;0;0;0;0;2;47;130500.0;5.060.747.311.717.550;10.765.450.351.478.800;Working;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5118550;0;1;1;0;0;0;0;1;3;18;157500.0;4.329.452.350.150.920;3.682.484.924.399.540;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5118552;1;1;1;0;0;0;0;0;1;8;135000.0;5.059.925.939.615.460;4.928.232.612.579.310;Working;Secondary / secondary special;Widow;House / apartment;Laborers;1
5118555;0;0;1;0;1;0;0;0;1;48;126000.0;46.130.995.160.749.300;7.928.978.692.238.710;Working;Secondary / secondary special;Single / not married;House / apartment;Cooking staff;0
5118561;0;1;1;0;0;0;0;0;2;60;180000.0;29.640.581.257.657.500;25.982.737.496.320.900;Working;Higher education;Married;Co-op apartment;Sales staff;0
5118566;0;0;1;0;0;0;0;2;4;22;147150.0;37.928.225.767.811.700;8.928.314.749.789.520;State servant;Secondary / secondary special;Married;House / apartment;Managers;0
5118567;0;0;1;0;0;0;0;0;1;38;157500.0;5.106.196.568.033.560;5.180.120.057.222.250;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5118575;1;1;1;1;0;0;0;0;1;13;247500.0;3.145.855.151.029.790;22.615.111.877.725.000;Working;Secondary / secondary special;Single / not married;With parents;Drivers;0
5118580;0;1;1;0;0;0;0;0;2;46;180000.0;35.735.162.255.214;47.666.960.991.669.900;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5118582;0;0;0;1;0;0;0;1;3;13;247500.0;334.490.099.043.786;6.431.343.559.416.000;Commercial associate;Incomplete higher;Married;House / apartment;Other;0
5118591;0;0;1;0;1;0;0;0;2;48;225000.0;4.415.422.630.170.360;23.263.995.838.381.300;State servant;Secondary / secondary special;Married;House / apartment;Other;0
5118594;0;0;1;0;1;0;0;0;2;25;81000.0;24.192.146.313.750.400;3.263.585.152.330.300;Working;Secondary / secondary special;Civil marriage;House / apartment;Low-skill Laborers;0
5118597;1;1;0;1;0;0;0;0;2;20;315000.0;46.144.684.695.784.300;14.179.620.389.193.400;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;0
5118600;1;0;1;0;0;0;0;1;2;58;315000.0;45.465.683.758.051.100;9.599.101.966.501.700;Commercial associate;Secondary / secondary special;Separated;House / apartment;Managers;0
5118602;0;0;0;1;1;0;0;1;3;31;135000.0;3.155.164.034.853.550;5.180.120.057.222.250;Working;Higher education;Married;House / apartment;Sales staff;0
5118609;0;1;1;1;1;0;0;0;1;11;202500.0;2.794.034.100.631.770;0.8432753581524604;Commercial associate;Incomplete higher;Single / not married;House / apartment;Sales staff;1
5118614;0;1;1;0;0;0;0;2;4;41;99000.0;3.455.786.224.220.890;4.928.232.612.579.310;State servant;Secondary / secondary special;Married;House / apartment;Laborers;0
5118615;1;0;1;1;0;0;0;0;2;21;247500.0;5.279.779.872.276.630;20.944.988.603.462.000;Working;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5118617;0;0;0;0;0;0;0;0;1;52;270000.0;4.317.679.350.020.870;14.261.757.599.403.100;Commercial associate;Higher education;Single / not married;House / apartment;Sales staff;0
5118619;0;0;1;0;0;0;0;0;1;30;225000.0;30.171.735.217.013.300;14.319.253.646.549.800;Commercial associate;Higher education;Single / not married;With parents;Core staff;0
5118630;0;0;0;0;0;0;0;1;3;5;67500.0;4.002.546.253.516.490;251.339.863.241.545;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;0
5118631;0;0;0;1;0;0;0;1;2;7;135000.0;2.940.512.125.505.650;2.346.386.304.989.150;Working;Secondary / secondary special;Single / not married;House / apartment;Other;0
5118632;0;0;0;0;0;0;0;0;1;10;117000.0;6.220.524.719.877.880;251.339.863.241.545;Working;Secondary / secondary special;Widow;House / apartment;Cleaning staff;0
5118637;1;1;0;0;1;0;0;0;2;46;900000.0;6.404.512.070.747.510;5.259.519.360.424.920;State servant;Higher education;Married;House / apartment;Core staff;0
5118644;0;0;0;1;0;0;0;1;3;6;112500.0;2.755.703.402.533.930;13.470.502.474.383.400;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;1
5118645;1;1;1;0;0;0;0;0;2;44;202500.0;44.490.988.863.563.200;6.680.493.097.051.950;Working;Secondary / secondary special;Married;House / apartment;Other;0
5118647;0;0;1;0;0;0;0;2;3;53;270000.0;2.854.268.054.785.510;7.515.554.734.183.450;State servant;Higher education;Single / not married;House / apartment;Core staff;1
5125120;0;0;1;0;0;1;1;0;1;53;103500.0;59.467.340.191.790.300;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5125127;0;0;1;1;1;0;0;0;1;43;112500.0;44.074.826.998.500.900;5.114.410.289.054.530;Working;Secondary / secondary special;Single / not married;House / apartment;Managers;0
5125129;0;0;1;1;1;0;0;0;2;23;315000.0;4.730.829.517.375.440;0.533891866362759;Commercial associate;Secondary / secondary special;Married;House / apartment;Accountants;0
5125133;0;0;1;1;0;0;0;0;1;35;220500.0;4.708.104.889.217.430;15.332.279.239.135.600;Working;Secondary / secondary special;Separated;House / apartment;Core staff;0
5125140;0;0;1;0;0;0;1;0;2;55;202500.0;6.279.663.511.228.840;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5125143;0;0;1;0;0;0;1;0;2;53;72000.0;63.837.039.774.944.000;0.0;Pensioner;Lower secondary;Married;House / apartment;Other;0
5125145;1;1;1;0;1;0;0;2;4;14;360000.0;4.353.545.931.812.420;0.7857793110057016;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5125147;1;0;1;0;0;0;0;0;1;9;180000.0;3.368.173.199.997.260;695.154.589.074.382;Working;Incomplete higher;Single / not married;House / apartment;Drivers;0
5125148;1;1;1;0;0;0;0;1;2;43;225000.0;4.161.892.441.323.230;970.314.243.276.727;Working;Secondary / secondary special;Separated;House / apartment;Laborers;0
5125154;1;0;1;0;0;0;0;1;3;15;234000.0;3.277.274.687.365.240;4.785.861.448.215.910;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5125170;1;1;1;1;1;0;0;2;4;3;135000.0;3.694.805.505.930.990;5.952.209.833.193.010;Working;Higher education;Married;House / apartment;Drivers;0
5125172;0;1;1;0;0;0;0;0;2;4;157500.0;4.113.157.696.598.830;11.992.032.690.609.600;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5125175;0;0;1;1;1;0;0;2;4;0;157500.0;27.264.077.975.591.500;2.702.314.215.897.650;State servant;Higher education;Married;House / apartment;Core staff;0
5125177;0;0;1;0;0;0;0;2;4;6;90000.0;4.759.577.540.948.820;31.157.381.739.529.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5125181;0;1;1;0;1;1;0;0;2;29;112500.0;31.729.604.303.989.800;0.19986721151016104;Commercial associate;Higher education;Married;House / apartment;Core staff;0
5125184;1;0;1;0;1;0;0;1;2;8;225000.0;4.216.650.581.463.000;10.617.603.373.101.400;Commercial associate;Secondary / secondary special;Separated;House / apartment;Laborers;0
5125186;0;0;1;1;1;0;0;0;2;15;139500.0;57.542.591.565.877.400;2.450.426.771.254.710;State servant;Higher education;Married;House / apartment;Other;0
5125190;1;0;1;1;0;0;0;0;2;56;112500.0;4.797.634.448.345.960;11.367.789.893.016.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5125196;0;0;1;0;0;0;0;0;1;2;202500.0;5.091.411.870.195.820;19.953.866.266.932.200;Working;Incomplete higher;Single / not married;House / apartment;Core staff;0
5125209;1;0;0;0;0;0;0;0;1;24;135000.0;26.040.233.543.467.600;21.985.393.266.117.700;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Other;0
5125212;0;0;1;0;0;0;1;0;1;51;135000.0;6.345.373.279.396.560;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5125214;1;0;1;1;1;1;0;0;2;29;675000.0;4.860.880.100.207.390;30.363.388.707.502.500;Commercial associate;Higher education;Married;House / apartment;Managers;0
5125220;0;0;1;1;1;0;0;1;2;30;90000.0;4.995.585.124.951.230;16.619.095.532.420.200;Working;Secondary / secondary special;Single / not married;House / apartment;Managers;0
5125225;0;0;1;0;0;0;0;2;4;40;157500.0;376.900.278.582.038;0.19986721151016104;Commercial associate;Higher education;Married;House / apartment;High skill tech staff;0
5125238;0;1;1;0;0;0;0;0;2;10;166500.0;4.366.414.094.745.270;2.702.314.215.897.650;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5125239;0;0;1;1;1;0;0;1;3;30;157500.0;4.210.079.604.646.220;970.314.243.276.727;Commercial associate;Secondary / secondary special;Married;House / apartment;Cleaning staff;0
5125242;0;0;1;0;0;0;0;0;2;12;180000.0;6.449.413.745.662.120;0.45175465615310373;Commercial associate;Higher education;Married;House / apartment;Private service staff;0
5125244;1;0;1;1;0;1;0;1;2;34;225000.0;35.477.798.996.557.000;4.038.412.835.308.040;Working;Higher education;Single / not married;With parents;Laborers;0
5125251;1;1;0;0;0;0;0;1;3;15;337500.0;35.028.782.247.410.900;9.785.279.642.976.920;State servant;Higher education;Married;House / apartment;Other;0
5125257;1;1;1;0;0;0;0;0;2;18;225000.0;4.193.652.162.604.290;4.533.974.003.572.960;Working;Higher education;Married;Rented apartment;High skill tech staff;1
5125261;1;0;1;1;1;0;0;0;2;52;157500.0;4.222.673.976.878.370;32.854.884.083.862.000;Commercial associate;Higher education;Married;House / apartment;Other;0
5125264;0;0;1;0;0;0;0;0;2;43;103500.0;24.882.098.879.511.500;5.952.209.833.193.010;Commercial associate;Higher education;Civil marriage;With parents;Other;0
5125269;1;1;1;0;0;0;0;0;1;43;157500.0;31.313.442.438.927.500;10.376.667.556.486.400;Commercial associate;Incomplete higher;Single / not married;House / apartment;Other;0
5125270;1;0;0;0;0;1;0;1;3;24;360000.0;3.453.869.689.316.000;2.869.326.543.323.950;Working;Lower secondary;Married;House / apartment;Laborers;0
5125275;0;0;1;0;0;1;0;1;3;20;90000.0;44.573.126.073.772.900;10.113.828.483.815.500;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5125286;0;0;0;0;0;0;0;1;2;60;202500.0;38.163.685.770.412.800;0.36687953893646;Working;Secondary / secondary special;Separated;House / apartment;Laborers;0
5125293;0;1;0;0;0;0;0;0;1;16;126000.0;461.939.670.219.101;4.533.974.003.572.960;Working;Secondary / secondary special;Separated;House / apartment;Core staff;0
5125297;0;0;1;0;0;0;1;0;2;5;148500.0;5.707.440.946.768.240;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5125306;1;0;1;0;0;0;0;0;1;25;180000.0;27.480.372.629.143.600;2.951.463.753.533.610;Commercial associate;Secondary / secondary special;Single / not married;With parents;Managers;0
5125308;1;0;1;0;0;0;0;3;5;10;157500.0;38.426.524.843.083.700;787.148.264.509.196;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5125317;1;1;0;0;0;0;0;0;2;1;292500.0;57.151.070.863.878.100;7.452.582.873.022.710;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5125326;0;1;0;0;1;0;0;0;2;6;135000.0;2.742.835.239.601.080;10.376.667.556.486.400;Working;Secondary / secondary special;Civil marriage;With parents;Sales staff;0
5125328;1;1;1;0;0;0;0;2;4;41;337500.0;3.552.981.922.968.980;10.869.490.817.744.300;State servant;Secondary / secondary special;Married;Office apartment;Laborers;0
5125338;0;1;1;0;0;0;0;0;2;30;157500.0;47.341.150.057.838.200;14.450.673.182.885.300;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5125342;0;0;1;0;0;0;1;0;1;7;247500.0;6.114.293.928.006.730;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5125348;0;0;1;0;0;0;0;0;1;12;157500.0;22.086.695.825.376.200;0.45175465615310373;Working;Incomplete higher;Single / not married;House / apartment;Core staff;0
5125350;0;0;1;0;0;0;0;0;1;56;180000.0;3.560.648.062.588.550;18.699.904.857.731.500;Working;Secondary / secondary special;Single / not married;House / apartment;High skill tech staff;0
5125356;1;1;0;0;0;0;0;0;2;25;135000.0;3.346.269.943.941.350;0.533891866362759;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5125372;0;0;1;0;0;0;1;0;1;54;202500.0;59.880.764.149.845.600;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5125384;0;0;1;0;0;0;1;0;2;56;360000.0;60.592.619.971.662.600;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5125387;0;0;1;1;1;0;0;0;1;9;135000.0;2.755.977.193.234.630;8.284.906.603.147.220;State servant;Secondary / secondary special;Single / not married;House / apartment;High skill tech staff;0
5125393;1;1;0;0;0;0;0;0;2;41;292500.0;4.959.718.543.159.680;1.952.127.695.982.800;Working;Higher education;Married;House / apartment;Managers;0
5125397;1;1;0;0;0;0;0;0;2;23;112500.0;2.755.977.193.234.630;22.834.144.438.284.100;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5125402;0;0;1;0;0;1;0;1;2;9;81000.0;2.552.276.911.914.680;35.346.379.460.221.600;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Other;1
5125410;1;0;1;0;0;0;0;0;2;15;135000.0;4.168.737.208.840.700;820.003.148.593.058;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5125412;0;0;0;0;0;0;0;1;3;40;157500.0;3.120.666.406.565.500;4.618.849.120.789.610;Working;Secondary / secondary special;Civil marriage;House / apartment;Core staff;1
5125413;1;1;1;1;1;0;0;2;4;60;130500.0;31.888.402.910.395.100;7.953.619.855.301.610;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5125422;0;0;1;0;0;0;0;0;2;16;247500.0;413.807.265.036.243;15.332.279.239.135.600;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5125425;0;1;1;0;0;1;0;1;3;23;189000.0;4.474.835.212.222.010;23.655.516.540.380.700;Working;Lower secondary;Married;House / apartment;Core staff;0
5125429;0;0;1;0;0;0;0;0;1;29;315000.0;60.294.188.107.900.900;3.545.315.783.349.410;Working;Higher education;Separated;House / apartment;Core staff;0
5125431;1;1;0;0;0;0;0;0;2;18;162000.0;35.943.243.187.745.100;2.869.326.543.323.950;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5125437;1;1;1;1;1;1;0;1;3;56;810000.0;5.028.166.218.334.390;1.220.011.362.314.070;Commercial associate;Higher education;Married;House / apartment;Other;1
5125447;0;0;1;0;1;1;0;0;1;39;337500.0;4.542.187.724.593.930;11.992.032.690.609.600;Commercial associate;Higher education;Single / not married;House / apartment;Managers;0
5125457;1;1;0;1;0;0;0;1;3;24;135000.0;3.038.255.405.655.140;4.366.961.676.146.660;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5125460;0;0;0;0;0;1;0;1;3;22;112500.0;29.714.504.746.846.200;0.7857793110057016;Working;Higher education;Married;House / apartment;Core staff;0
5125462;1;0;1;0;0;0;0;1;3;14;112500.0;5.036.106.148.654.660;14.113.910.621.025.700;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5125471;1;1;1;0;0;0;0;1;3;16;450000.0;47.740.884.480.858.600;4.785.861.448.215.910;Commercial associate;Higher education;Married;House / apartment;Other;0
5125474;0;1;1;0;1;0;0;0;2;23;207000.0;359.487.190.017.591;8.534.056.140.783.170;Working;Secondary / secondary special;Married;House / apartment;Private service staff;0
5125476;0;0;1;0;0;0;1;0;2;18;202500.0;56.567.896.671.389.500;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5125481;1;0;1;1;1;0;0;0;2;12;180000.0;49.975.016.598.561.200;4.366.961.676.146.660;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5125482;0;0;1;0;0;0;1;0;2;23;58500.0;565.569.450.433.616;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5125487;1;1;0;0;0;0;0;1;3;46;135000.0;34.995.927.363.327.100;2.951.463.753.533.610;Working;Higher education;Married;House / apartment;Laborers;0
5125495;1;1;1;0;1;0;0;0;2;16;315000.0;4.373.806.443.664.140;6.617.521.235.891.220;Working;Incomplete higher;Married;House / apartment;Managers;0
5125500;1;1;0;0;1;0;0;0;2;5;112500.0;368.549.662.210.723;17.851.153.685.565.000;Commercial associate;Higher education;Married;With parents;Core staff;0
5125501;0;0;1;0;0;0;1;0;2;21;121500.0;5.725.237.342.313.660;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5125508;1;0;1;0;1;0;0;1;3;54;202500.0;4.093.718.556.849.210;0.28474232872680477;Commercial associate;Secondary / secondary special;Married;House / apartment;Security staff;1
5125523;1;0;0;1;1;0;0;2;4;6;171000.0;3.796.108.065.189.560;15.534.884.357.652.700;Working;Secondary / secondary special;Married;Municipal apartment;Core staff;0
5125530;0;1;0;0;0;0;1;0;2;27;58500.0;6.400.405.210.237.030;0.0;Pensioner;Lower secondary;Married;House / apartment;Other;0
5125533;0;0;0;1;0;0;0;0;2;16;49500.0;5.088.947.753.889.530;0.533891866362759;Working;Secondary / secondary special;Married;House / apartment;Cleaning staff;0
5125535;1;1;1;1;0;0;0;0;2;19;225000.0;5.239.806.429.974.600;35.346.379.460.221.600;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5125536;1;0;0;1;1;0;0;1;3;56;180000.0;39.718.816.950.382.200;11.534.802.220.442.500;Working;Secondary / secondary special;Married;Municipal apartment;Laborers;0
5125539;1;0;0;1;1;0;0;0;2;28;180000.0;36.917.938.082.233.000;6.617.521.235.891.220;Working;Higher education;Married;With parents;High skill tech staff;0
5125543;1;1;0;1;0;0;0;0;2;44;427500.0;4.569.840.585.364.510;4.284.824.465.937.010;Working;Higher education;Married;House / apartment;Managers;0
5125548;0;0;1;0;1;0;0;0;2;3;225000.0;25.785.608.191.817.700;4.366.961.676.146.660;Commercial associate;Higher education;Married;House / apartment;Managers;1
5125553;0;0;0;1;0;0;0;0;1;48;94500.0;4.290.847.861.352.380;17.029.781.583.468.500;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5125559;1;1;0;1;0;0;0;0;2;51;225000.0;26.861.605.645.564.200;7.704.470.317.665.660;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5125561;0;0;0;1;0;0;0;3;5;16;135000.0;374.737.332.046.517;27.844.514.261.073.100;Commercial associate;Secondary / secondary special;Married;Office apartment;Core staff;0
5125562;1;1;0;1;0;0;0;0;2;27;148500.0;2.826.888.984.715.630;8.284.906.603.147.220;State servant;Secondary / secondary special;Married;House / apartment;Other;0
5125577;0;0;0;0;1;0;0;0;2;9;90000.0;30.735.744.060.452.900;10.376.667.556.486.400;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
